"","ID","locus","Gene"
"5259","PGD1661491","PA14_65320","miaA"
"5260","PGD1661493","PA14_65350","mutL"
"5261","PGD1661495","PA14_65370","amiC_3"
"5262","PGD1661497","PA14_65380","tsaE"
"5263","PGD1661499","PA14_65390","nnr"
"5264","PGD1661501","PA14_65400","queG"
"5265","PGD1661503","PA14_65410","orn"
"5266","PGD1661505","PA14_65420","rsgA"
"5267","PGD1661507","PA14_65430","motB"
"5268","PGD1661509","PA14_65450","motA"
"5269","PGD1661511","PA14_65470","group_11330"
"5270","PGD1661513","PA14_65480","rhdA"
"5271","PGD1661515","PA14_65500","psd"
"5272","PGD1661517","PA14_65520","fimW"
"5273","PGD1661519","PA14_65540","group_9684"
"5274","PGD1661521","PA14_65560","serB2"
"5275","PGD1661523","PA14_65570","group_9862"
"5276","PGD1661525","PA14_65580","ybcI"
"5277","PGD1661527","PA14_65590","group_1588"
"5278","PGD1661529","PA14_65605","parC"
"5279","PGD1661531","PA14_65630","group_2852"
"5280","PGD1661533","PA14_65640","group_10714"
"5281","PGD1661535","PA14_65660","parE"
"5282","PGD1661537","PA14_65670","group_2854"
"5283","PGD1661539","PA14_65690","cpdA_2"
"5284","PGD1661541","PA14_65700","group_11589"
"5285","PGD1661543","PA14_65710","nudF"
"5286","PGD1661545","PA14_65720","group_10662"
"5287","PGD1661547","PA14_65740","thiC"
"5288","PGD1661549","PA14_65750","tolC_3"
"5289","PGD1661551","PA14_65760","azoR_2"
"5290","PGD1661553","PA14_65770","aruH"
"5291","PGD1661555","PA14_65795","aruI_2"
"5292","PGD1661557","PA14_65810","FCS1_2"
"5293","PGD1661559","PA14_65820","acdA_2"
"5294","PGD1661561","PA14_65840","group_12562"
"5295","PGD1661563","PA14_65850","rocC"
"5296","PGD1661565","PA14_65860","rcsC_15"
"5297","PGD1661567","PA14_65870","group_12471"
"5298","PGD1661569","PA14_65880","arcA_1"
"5299","PGD1661571","PA14_65900","betI_2"
"5300","PGD1661573","PA14_65920","group_10510"
"5301","PGD1661575","PA14_65940","group_2858"
"5302","PGD1661577","PA14_65950","puuR_2"
"5303","PGD1661579","PA14_65960","waaA"
"5304","PGD1661581","PA14_65970","yhaJ_4"
"5305","PGD1661583","PA14_65990","group_9503"
"5306","PGD1661585","PA14_66000","group_11238"
"5307","PGD1661587","PA14_66010","group_12420"
"5308","PGD1661589","PA14_66020","group_11490"
"5309","PGD1661591","PA14_66040","bcd"
"5310","PGD1661593","PA14_66050","acrC_2"
"5311","PGD1661595","PA14_66060","hldE"
"5312","PGD1661597","PA14_66080","msbA"
"5313","PGD1661599","PA14_66090","group_12094"
"5314","PGD1661601","PA14_66100","group_5538"
"5315","PGD1661603","PA14_66110","group_12446"
"5316","PGD1661605","PA14_66120","group_10529"
"5317","PGD1661607","PA14_66140","group_12333"
"5318","PGD1661609","PA14_66150","group_12617"
"5319","PGD1661611","PA14_66160","mshA_4"
"5320","PGD1661613","PA14_66170","tobZ"
"5321","PGD1661615","PA14_66190","group_10265"
"5322","PGD1661617","PA14_66200","inaA_2"
"5323","PGD1661619","PA14_66210","rfaP_1"
"5324","PGD1661621","PA14_66220","rfaP_2"
"5325","PGD1661623","PA14_66230","rfaG"
"5326","PGD1661625","PA14_66240","rfaC"
"5327","PGD1661627","PA14_66250","rfaF"
"5328","PGD1661629","PA14_66260","ilvE"
"5329","PGD1661631","PA14_66270","glnE"
"5330","PGD1661633","PA14_66290","aceE"
"5331","PGD1661635","PA14_66310","aceF"
"5332","PGD1661637","PA14_66320","group_10093"
"5333","PGD1661639","PA14_66330","msrA"
"5334","PGD1661641","PA14_66340","rlmJ"
"5335","PGD1661643","PA14_66350","dmdC_6"
"5336","PGD1661645","PA14_66380","nhaP2_2"
"5337","PGD1661647","PA14_66400","mscK"
"5338","PGD1661649","PA14_66410","selO"
"5339","PGD1661651","PA14_66420","group_2859"
"5340","PGD1661653","PA14_66440","group_12118"
"5341","PGD1661655","PA14_66450","group_12020"
"5342","PGD1661657","PA14_66460","group_10713"
"5343","PGD1661659","PA14_66480","soj_3"
"5344","PGD1661661","PA14_66490","benM_4"
"5345","PGD1661663","PA14_66510","ynfM_1"
"5346","PGD1661665","PA14_66520","group_1603"
"5347","PGD1661667","PA14_66530","group_2861"
"5348","PGD1661669","PA14_66540","group_12179"
"5349","PGD1661671","PA14_66550","hemE"
"5350","PGD1661673","PA14_66560","gltD_2"
"5351","PGD1661675","PA14_66570","gltB"
"5352","PGD1661677","PA14_66580","damX"
"5353","PGD1661679","PA14_66600","aroB"
"5354","PGD1661681","PA14_66610","aroK"
"5355","PGD1661683","PA14_66620","group_6169"
"5356","PGD1661685","PA14_66630","group_6170"
"5357","PGD1661687","PA14_66640","group_6171"
"5358","PGD1661689","PA14_66650","group_6172"
"5359","PGD1661691","PA14_66660","ftsA_2"
"5360","PGD1661693","PA14_66670","mrcA"
"5361","PGD1661695","PA14_66680","maeB"
"5362","PGD1661697","PA14_66690","bepA_4"
"5363","PGD1661699","PA14_66700","group_12502"
"5364","PGD1661701","PA14_66710","rpmE"
"5365","PGD1661703","PA14_66720","priA"
"5366","PGD1661705","PA14_66750","argS"
"5367","PGD1661707","PA14_66760","ftsN_2"
"5368","PGD1661709","PA14_66770","hslV"
"5369","PGD1661711","PA14_66790","hslU"
"5370","PGD1661713","PA14_66800","group_9562"
"5371","PGD1661715","PA14_66820","phaC_1"
"5372","PGD1661717","PA14_66830","catD_4"
"5373","PGD1661719","PA14_66840","phaC_2"
"5374","PGD1661721","PA14_66850","group_11784"
"5375","PGD1661723","PA14_66875","group_879"
"5376","PGD1661725","PA14_66880","group_9817"
"5377","PGD1661727","PA14_66890","group_12408"
"5378","PGD1661729","PA14_66900","ubiE"
"5379","PGD1661731","PA14_66910","ubiJ_2"
"5380","PGD1661733","PA14_66920","ubiB"
"5381","PGD1661735","PA14_66940","hisI"
"5382","PGD1661737","PA14_66950","hisE"
"5383","PGD1661739","PA14_66960","tatA"
"5384","PGD1661741","PA14_66970","tatB"
"5385","PGD1661743","PA14_66980","tatC"
"5386","PGD1661745","PA14_66990","group_11887"
"5387","PGD1661747","PA14_67010","mcpQ_3"
"5388","PGD1661749","PA14_67020","group_4449"
"5389","PGD1661751","PA14_67030","glnQ_4"
"5390","PGD1661753","PA14_67040","group_9424"
"5391","PGD1661755","PA14_67050","fliY_2"
"5392","PGD1661757","PA14_67065","opgH"
"5393","PGD1661759","PA14_67090","mdoG"
"5394","PGD1661761","PA14_67100","dtd"
"5395","PGD1661763","PA14_67110","pip"
"5396","PGD1661765","PA14_67120","group_11362"
"5397","PGD1661767","PA14_67130","gltI_2"
"5398","PGD1661769","PA14_67140","yabJ_2"
"5399","PGD1661771","PA14_67150","dadA1_1"
"5400","PGD1661773","PA14_67170","group_2866"
"5401","PGD1661775","PA14_67180","group_61"
"5402","PGD1661777","PA14_67190","group_60"
"5403","PGD1661779","PA14_67200","group_59"
"5404","PGD1661781","PA14_67210","group_124"
"5405","PGD1661783","PA14_67220","group_125"
"5406","PGD1661785","PA14_67230","group_1606"
"5407","PGD1661787","PA14_67240","group_11133"
"5408","PGD1661789","PA14_67250","hutI"
"5409","PGD1661791","PA14_67260","hutH_1"
"5410","PGD1661793","PA14_67270","ousV"
"5411","PGD1661795","PA14_67280","opuAB_1"
"5412","PGD1661797","PA14_67300","group_11466"
"5413","PGD1661799","PA14_67310","proY_2"
"5414","PGD1661801","PA14_67320","hutH_2"
"5415","PGD1661803","PA14_67340","pucI_3"
"5416","PGD1661805","PA14_67350","hutU"
"5417","PGD1661807","PA14_67370","group_2867"
"5418","PGD1661809","PA14_67380","group_799"
"5419","PGD1661811","PA14_67400","ousX"
"5420","PGD1661813","PA14_67410","ves"
"5421","PGD1661815","PA14_67420","nagR_3"
"5422","PGD1661817","PA14_67440","group_12239"
"5423","PGD1661819","PA14_67450","blc"
"5424","PGD1661821","PA14_67460","group_9642"
"5425","PGD1661823","PA14_67470","group_12177"
"5426","PGD1661825","PA14_67490","fbp_2"
"5427","PGD1661827","PA14_67500","gloA_3"
"5428","PGD1661829","PA14_67510","estA"
"5429","PGD1661831","PA14_67520","group_10399"
"5430","PGD1661833","PA14_67530","group_2869"
"5431","PGD1661835","PA14_67540","group_2870"
"5432","PGD1661837","PA14_67550","soxR_2"
"5433","PGD1661839","PA14_67560","typA"
"5434","PGD1661841","PA14_67580","thiI"
"5435","PGD1661843","PA14_67600","glnA_1"
"5436","PGD1661845","PA14_67620","group_2872"
"5437","PGD1661847","PA14_67630","group_12535"
"5438","PGD1661849","PA14_67640","group_12564"
"5439","PGD1661851","PA14_67650","group_1607"
"5440","PGD1661853","PA14_67670","glnL"
"5441","PGD1661855","PA14_67680","glnG"
"5442","PGD1661857","PA14_67700","group_1608"
"5443","PGD1661859","PA14_67710","trmL"
"5444","PGD1661861","PA14_67720","secB"
"5445","PGD1661863","PA14_67740","grxC"
"5446","PGD1661865","PA14_67750","yibN"
"5447","PGD1661867","PA14_67770","gpmI"
"5448","PGD1661869","PA14_67780","group_12384"
"5449","PGD1661871","PA14_67790","envC"
"5450","PGD1661873","PA14_67810","ctpB"
"5451","PGD1661875","PA14_67820","group_1609"
"5452","PGD1661877","PA14_67830","group_11928"
"5453","PGD1661879","PA14_67840","group_1611"
"5454","PGD1661881","PA14_67850","group_9662"
"5455","PGD1661883","PA14_67860","group_11208"
"5456","PGD1661885","PA14_67880","hisF"
"5457","PGD1661887","PA14_67890","hisA"
"5458","PGD1661889","PA14_67900","group_11882"
"5459","PGD1661891","PA14_67920","hisH"
"5460","PGD1661893","PA14_67930","hisB"
"5461","PGD1661895","PA14_67940","panZ"
"5462","PGD1661897","PA14_67960","group_1613"
"5463","PGD1661899","PA14_67970","lhgD_2"
"5464","PGD1661901","PA14_67975","group_12030"
"5465","PGD1661903","PA14_67990","mutY"
"5466","PGD1661905","PA14_68000","group_12308"
"5467","PGD1661911","PA14_68040","fabG_10"
"5468","PGD1661913","PA14_68050","group_11452"
"5469","PGD1661915","PA14_68060","occP"
"5470","PGD1661917","PA14_68070","artJ"
"5471","PGD1661919","PA14_68080","artQ"
"5472","PGD1661921","PA14_68090","occM_2"
"5473","PGD1661923","PA14_68100","group_2880"
"5474","PGD1661925","PA14_68110","marR"
"5475","PGD1661927","PA14_68120","ttgI_4"
"5476","PGD1661929","PA14_68130","emrA_4"
"5477","PGD1661931","PA14_68140","farB_2"
"5478","PGD1661935","PA14_68170","rfbB"
"5479","PGD1661937","PA14_68190","rfbD"
"5480","PGD1661939","PA14_68200","rfbA"
"5481","PGD1661941","PA14_68210","rmlC"
"5482","PGD1661943","PA14_68230","dctB_2"
"5483","PGD1661945","PA14_68250","dctD_2"
"5484","PGD1661947","PA14_68260","dctP_3"
"5485","PGD1661949","PA14_68280","dctQ_2"
"5486","PGD1661951","PA14_68290","dctM_2"
"5487","PGD1661953","PA14_68300","arcD"
"5488","PGD1661955","PA14_68330","arcA_2"
"5489","PGD1661957","PA14_68340","arcB"
"5490","PGD1661959","PA14_68350","arcC1"
"5491","PGD1661961","PA14_68360","fabY"
"5492","PGD1661963","PA14_68370","cysQ"
"5493","PGD1661965","PA14_68380","nudE"
"5494","PGD1661967","PA14_68390","yrfG"
"5495","PGD1661969","PA14_68400","kbp"
"5496","PGD1661971","PA14_68420","cynR_4"
"5497","PGD1661973","PA14_68430","fdhD"
"5498","PGD1661975","PA14_68440","group_10477"
"5499","PGD1661977","PA14_68450","group_2884"
"5500","PGD1661979","PA14_68460","group_2885"
"5501","PGD1661981","PA14_68470","csrA_2"
"5502","PGD1661983","PA14_68480","aroQ"
"5503","PGD1661985","PA14_68490","group_2886"
"5504","PGD1661987","PA14_68500","adh1"
"5505","PGD1661989","PA14_68510","dmdC_7"
"5506","PGD1661991","PA14_68530","fadB_4"
"5507","PGD1661993","PA14_68550","nodD2_2"
"5508","PGD1661995","PA14_68560","drgA"
"5509","PGD1661997","PA14_68570","group_501"
"5510","PGD1661999","PA14_68580","pckA"
"5511","PGD1662001","PA14_68610","hslO"
"5512","PGD1662003","PA14_68620","lpxT"
"5513","PGD1662005","PA14_68630","hslR"
"5514","PGD1662007","PA14_68640","group_2889"
"5515","PGD1662009","PA14_68660","rimK"
"5516","PGD1662011","PA14_68670","group_11382"
"5517","PGD1662013","PA14_68680","envZ"
"5518","PGD1662015","PA14_68700","ompR_4"
"5519","PGD1662017","PA14_68710","yhgF"
"5520","PGD1662019","PA14_68720","paaI"
"5521","PGD1662021","PA14_68730","gshA"
"5522","PGD1662023","PA14_68740","argA"
"5523","PGD1662025","PA14_68750","group_11857"
"5524","PGD1662027","PA14_68770","argE_1"
"5525","PGD1662029","PA14_68780","group_10677"
"5526","PGD1662031","PA14_68800","group_10479"
"5527","PGD1662033","PA14_68810","ygiF"
"5528","PGD1662035","PA14_68820","group_11276"
"5529","PGD1662037","PA14_68830","ybbJ"
"5530","PGD1662039","PA14_68840","group_10967"
"5531","PGD1662041","PA14_68850","gcvP_2"
"5532","PGD1662043","PA14_68860","gcvH_3"
"5533","PGD1662045","PA14_68870","gcvT_2"
"5534","PGD1662047","PA14_68890","group_10375"
"5535","PGD1662049","PA14_68900","group_11327"
"5536","PGD1662051","PA14_68920","benM_5"
"5537","PGD1662053","PA14_68930","ynfM_2"
"5538","PGD1662055","PA14_68940","group_12055"
"5539","PGD1662057","PA14_68955","ubiI"
"5540","PGD1662059","PA14_68970","group_9847"
"5541","PGD1662061","PA14_68980","ubiH"
"5542","PGD1662063","PA14_69000","pepP"
"5543","PGD1662065","PA14_69010","group_2893"
"5544","PGD1662067","PA14_69020","group_2894"
"5545","PGD1662069","PA14_69030","zapA"
"5546","PGD1662071","PA14_69040","ygfA"
"5547","PGD1662073","PA14_69050","group_11972"
"5548","PGD1662075","PA14_69060","yhhJ"
"5549","PGD1662077","PA14_69070","rbbA"
"5550","PGD1662079","PA14_69090","mdtA_6"
"5551","PGD1662081","PA14_69100","group_10552"
"5552","PGD1662083","PA14_69110","qorA_2"
"5553","PGD1662085","PA14_69130","glpT_2"
"5554","PGD1662087","PA14_69140","ascD"
"5555","PGD1662089","PA14_69150","ubiD"
"5556","PGD1662091","PA14_69170","group_2897"
"5557","PGD1662093","PA14_69190","rho"
"5558","PGD1662095","PA14_69200","trxA"
"5559","PGD1662097","PA14_69220","ppx"
"5560","PGD1662099","PA14_69230","ppk"
"5561","PGD1662101","PA14_69240","hemB"
"5562","PGD1662103","PA14_69250","yohD"
"5563","PGD1662105","PA14_69260","elbB"
"5564","PGD1662107","PA14_69270","group_2898"
"5565","PGD1662109","PA14_69280","group_12597"
"5566","PGD1662111","PA14_69300","group_2899"
"5567","PGD1662113","PA14_69310","rhtB_3"
"5568","PGD1662115","PA14_69320","group_11454"
"5569","PGD1662117","PA14_69330","group_2900"
"5570","PGD1662119","PA14_69340","yheS"
"5571","PGD1662121","PA14_69350","group_12110"
"5572","PGD1662123","PA14_69370","group_536"
"5573","PGD1662125","PA14_69380","mip"
"5574","PGD1662127","PA14_69390","rsd"
"5575","PGD1662129","PA14_69400","dsbB_2"
"5576","PGD1662131","PA14_69420","hemY"
"5577","PGD1662133","PA14_69430","group_11338"
"5578","PGD1662135","PA14_69440","hemD"
"5579","PGD1662137","PA14_69450","hemC"
"5580","PGD1662139","PA14_69470","lytR"
"5581","PGD1662141","PA14_69480","group_9881"
"5582","PGD1662143","PA14_69500","argH"
"5583","PGD1662145","PA14_69510","group_1789"
"5584","PGD1662147","PA14_69520","group_1790"
"5585","PGD1662149","PA14_69540","group_5292"
"5586","PGD1662151","PA14_69550","vgrG1_4"
"5587","PGD1662153","PA14_69560","hcpA_3"
"5588","PGD1662155","PA14_69570","corA"
"5589","PGD1662157","PA14_69580","group_9355"
"5590","PGD1662159","PA14_69590","group_2904"
"5591","PGD1662161","PA14_69600","group_9474"
"5592","PGD1662163","PA14_69610","cyaA"
"5593","PGD1662165","PA14_69620","group_1792"
"5594","PGD1662167","PA14_69630","rnk"
"5595","PGD1662169","PA14_69640","cyaY"
"5596","PGD1662171","PA14_69660","lppL"
"5597","PGD1662173","PA14_69670","lysA"
"5598","PGD1662175","PA14_69690","dapF"
"5599","PGD1662177","PA14_69700","group_10816"
"5600","PGD1662179","PA14_69710","xerC_4"
"5601","PGD1662181","PA14_69720","yigB"
"5602","PGD1662183","PA14_69740","group_12335"
"5603","PGD1662185","PA14_69750","norG_4"
"5604","PGD1662187","PA14_69760","group_806"
"5605","PGD1662189","PA14_69770","sutA"
"5606","PGD1662191","PA14_69780","group_11543"
"5607","PGD1662193","PA14_69795","amtB_2"
"5608","PGD1662195","PA14_69810","glnK"
"5609","PGD1662197","PA14_69820","ubiK"
"5610","PGD1662199","PA14_69840","comM"
"5611","PGD1662201","PA14_69850","group_2905"
"5612","PGD1662203","PA14_69870","group_11247"
"5613","PGD1662205","PA14_69880","gcvA_9"
"5614","PGD1662207","PA14_69890","mdtK_2"
"5615","PGD1662209","PA14_69900","group_9887"
"5616","PGD1662211","PA14_69910","rep_2"
"5617","PGD1662213","PA14_69925","poxB"
"5618","PGD1662215","PA14_69940","xpt"
"5619","PGD1662217","PA14_69950","group_2907"
"5620","PGD1662219","PA14_69970","group_2908"
"5621","PGD1662221","PA14_69980","puuR_3"
"5622","PGD1662223","PA14_69990","dadX"
"5623","PGD1662225","PA14_70010","yabJ_3"
"5624","PGD1662227","PA14_70040","dadA1_2"
"5625","PGD1662229","PA14_70050","group_9798"
"5626","PGD1662231","PA14_70060","group_9270"
"5627","PGD1662233","PA14_70070","group_11952"
"5628","PGD1662235","PA14_70080","lrp_5"
"5629","PGD1662237","PA14_70100","puuB_11"
"5630","PGD1662239","PA14_70110","clsC"
"5631","PGD1662241","PA14_70120","ycaD_3"
"5632","PGD1662243","PA14_70140","puuC_3"
"5633","PGD1662245","PA14_70160","bauA_2"
"5634","PGD1662247","PA14_70170","group_9279"
"5635","PGD1662249","PA14_70180","rpmG"
"5636","PGD1662251","PA14_70190","rpmB"
"5637","PGD1662253","PA14_70200","dppA_5"
"5638","PGD1662255","PA14_70220","group_2911"
"5639","PGD1662257","PA14_70230","group_10693"
"5640","PGD1662259","PA14_70240","coaBC"
"5641","PGD1662261","PA14_70260","dut"
"5642","PGD1662263","PA14_70270","glmM_2"
"5643","PGD1662265","PA14_70280","argB"
"5644","PGD1662267","PA14_70290","group_12260"
"5645","PGD1662269","PA14_70300","group_11461"
"5646","PGD1662271","PA14_70310","group_2912"
"5647","PGD1662273","PA14_70330","group_2913"
"5648","PGD1662275","PA14_70340","group_10654"
"5649","PGD1662277","PA14_70350","ybgC_2"
"5650","PGD1662279","PA14_70360","group_11985"
"5651","PGD1662281","PA14_70370","pyrE"
"5652","PGD1662283","PA14_70390","exoA"
"5653","PGD1662285","PA14_70400","group_4458"
"5654","PGD1662287","PA14_70420","rph"
"5655","PGD1662289","PA14_70430","group_10323"
"5656","PGD1662291","PA14_70440","gmk"
"5657","PGD1662293","PA14_70450","rpoZ"
"5658","PGD1662295","PA14_70470","spoT"
"5659","PGD1662297","PA14_70480","yabJ_4"
"5660","PGD1662299","PA14_70490","group_10419"
"5661","PGD1662301","PA14_70510","rhtC_4"
"5662","PGD1662303","PA14_70530","rhaS_13"
"5663","PGD1662305","PA14_70550","group_9929"
"5664","PGD1662307","PA14_70560","oxyR_2"
"5665","PGD1662309","PA14_70570","recG"
"5666","PGD1662311","PA14_70580","group_4460"
"5667","PGD1662313","PA14_70590","group_12702"
"5668","PGD1662315","PA14_70600","hupB_2"
"5669","PGD1662317","PA14_70620","alkT"
"5670","PGD1662319","PA14_70630","rubA2"
"5671","PGD1662321","PA14_70640","rubA1"
"5672","PGD1662323","PA14_70650","group_10461"
"5673","PGD1662325","PA14_70670","lutA"
"5674","PGD1662327","PA14_70680","group_12327"
"5675","PGD1662329","PA14_70690","group_10892"
"5676","PGD1662331","PA14_70710","glcC"
"5677","PGD1662333","PA14_70720","ubiC"
"5678","PGD1662335","PA14_70730","ubiA"
"5679","PGD1662337","PA14_70740","group_2916"
"5680","PGD1662339","PA14_70750","phoB"
"5681","PGD1662341","PA14_70760","phoR"
"5682","PGD1662343","PA14_70770","group_11119"
"5683","PGD1662345","PA14_70780","group_1624"
"5684","PGD1662347","PA14_70790","cheB_5"
"5685","PGD1662349","PA14_70800","phoU"
"5686","PGD1662351","PA14_70810","pstB"
"5687","PGD1662353","PA14_70830","group_1626"
"5688","PGD1662355","PA14_70850","group_2917"
"5689","PGD1662357","PA14_70860","pstS"
"5690","PGD1662369","PA14_70920","proP_3"
"5691","PGD1662371","PA14_70930","group_9581"
"5692","PGD1662373","PA14_70940","betA_2"
"5693","PGD1662375","PA14_70950","betB_2"
"5694","PGD1662377","PA14_70970","betI_3"
"5695","PGD1662379","PA14_70980","betT1"
"5696","PGD1662381","PA14_71000","btuD_4"
"5697","PGD1662383","PA14_71020","opuAB_2"
"5698","PGD1662385","PA14_71030","group_11643"
"5699","PGD1662387","PA14_71060","tdcG"
"5700","PGD1662389","PA14_71070","cdhR_5"
"5701","PGD1662391","PA14_71080","group_2919"
"5702","PGD1662393","PA14_71090","cysL_3"
"5703","PGD1662395","PA14_71100","group_12340"
"5704","PGD1662397","PA14_71110","nlhH"
"5705","PGD1662399","PA14_71120","lcdH_1"
"5706","PGD1662401","PA14_71140","lcdH_2"
"5707","PGD1662403","PA14_71150","kce"
"5708","PGD1662405","PA14_71160","group_11796"
"5709","PGD1662407","PA14_71170","cdhR_6"
"5710","PGD1662409","PA14_71180","argE_2"
"5711","PGD1662411","PA14_71190","group_10108"
"5712","PGD1662413","PA14_71200","group_11492"
"5713","PGD1662415","PA14_71210","group_10864"
"5714","PGD1662417","PA14_71220","ywiE_2"
"5715","PGD1662419","PA14_71230","group_2922"
