locus,Gene
NA,hlyD
NA,apxIB_3
NA,group_5182
NA,group_5183
NA,group_5184
NA,group_5185
NA,group_5187
NA,group_5188
NA,group_5189
NA,group_5194
NA,group_5196
NA,group_5205
NA,group_5241
NA,intS_2
NA,group_5244
NA,group_5245
NA,group_5246
NA,group_5247
NA,group_5249
NA,group_5250
NA,group_5251
NA,group_5271
NA,group_5272
NA,group_5273
NA,group_5274
NA,group_5275
NA,group_5276
NA,group_5279
NA,group_5280
NA,group_5286
NA,group_5287
NA,group_5288
NA,group_5289
NA,group_5290
NA,group_5291
NA,group_5294
NA,group_5295
NA,group_5296
NA,group_5297
NA,group_5298
NA,group_5299
NA,group_5300
NA,group_5301
NA,group_5302
NA,group_5303
NA,group_5304
NA,group_5305
NA,der_2
NA,smc_3
NA,group_5308
NA,group_5309
NA,group_5310
NA,group_538
NA,group_539
NA,group_545
NA,group_6715
NA,group_6716
NA,group_6717
NA,group_5467
NA,group_553
NA,group_5534
NA,group_5761
NA,copB_1
NA,group_5763
NA,group_5764
NA,group_5765
NA,group_5766
NA,group_5767
NA,group_5768
NA,group_5769
NA,silP
NA,group_5771
NA,group_5772
NA,group_5773
NA,group_5774
NA,copR_2
NA,group_5776
NA,group_586
NA,group_5972
NA,group_5973
NA,group_5976
NA,group_5977
NA,wzzB
NA,group_5979
NA,group_5980
NA,wecC
NA,group_5982
NA,group_5983
NA,group_5984
NA,iolG_2
NA,group_5986
NA,group_5987
NA,epsL
NA,epsM_1
NA,mraY_1
NA,group_6050
NA,group_6065
NA,dpnM
NA,group_6081
NA,group_6145
NA,group_6146
NA,tam_6
NA,group_6176
NA,group_6180
NA,group_6181
NA,group_6182
NA,group_6197
NA,group_6198
NA,group_6201
NA,group_6212
NA,group_6247
NA,group_6265
NA,group_6275
NA,group_6276
NA,group_628
NA,group_6285
NA,group_6286
NA,group_629
NA,group_6308
NA,group_6309
NA,group_6310
NA,group_6311
NA,group_6312
NA,hcaR_3
NA,group_6315
NA,group_6317
NA,group_6318
NA,htpX_4
NA,group_6320
NA,cueR_2
NA,zitB
NA,group_6354
NA,group_6381
NA,group_6382
NA,group_6383
NA,group_6384
NA,group_6385
NA,group_6387
NA,fabG_13
NA,group_6389
NA,ndmA
NA,group_6391
NA,group_6392
NA,hyuC_2
NA,ccpA_2
NA,group_6395
NA,group_6396
NA,group_6397
NA,group_6398
NA,group_6399
NA,group_6402
NA,group_6403
NA,group_6404
NA,group_6405
NA,group_6406
NA,ydcV_5
NA,group_6415
NA,group_6416
NA,group_6417
NA,fabG_12
NA,dgdA
NA,srkA
NA,intA_2
NA,group_6439
NA,group_646
NA,group_66
NA,group_67
NA,group_692
NA,group_6872
NA,gap3
NA,group_6874
NA,group_6875
NA,repE
NA,group_6877
NA,group_6878
NA,group_6879
NA,amdA
NA,amiR_2
NA,amiC_6
NA,amiC_7
NA,livH_3
NA,group_6885
NA,yxlF
NA,livF_4
NA,ureE_2
NA,ureF_2
NA,ureA_2
NA,ureC_2
NA,ureG_2
NA,ureD_2
NA,group_6894
NA,garB_2
NA,group_705
NA,dksA_3
NA,group_6898
NA,group_6899
NA,group_690
NA,group_6900
NA,group_6901
NA,group_6902
NA,group_6903
NA,group_6904
NA,group_6905
NA,yjiK_4
NA,dksA_4
NA,group_6908
NA,group_6909
NA,group_6910
NA,tnsE
NA,group_6912
NA,group_6913
NA,group_6914
NA,group_6915
NA,group_6916
NA,group_6917
NA,group_6918
NA,group_7105
NA,group_6921
NA,group_6922
NA,ydiO_1
NA,vsr
NA,clsB_1
NA,group_6926
NA,group_6927
NA,group_6928
NA,group_6929
NA,group_6930
NA,group_6931
NA,group_6947
NA,group_6948
NA,group_695
NA,group_6950
NA,group_6951
NA,group_6952
NA,group_6953
NA,group_6954
NA,group_6955
NA,group_6956
NA,group_6957
NA,group_6958
NA,group_6959
NA,group_6960
NA,group_6961
NA,group_6962
NA,group_6963
NA,group_6964
NA,group_6965
NA,group_6966
NA,group_6967
NA,group_6968
NA,group_6969
NA,group_6970
NA,group_6971
NA,group_6972
NA,group_6973
NA,group_6974
NA,group_6975
NA,group_6976
NA,csqR_2
NA,group_6982
NA,group_6983
NA,group_6984
NA,group_6985
NA,group_6986
NA,group_6987
NA,group_7283
NA,group_7394
NA,yafV_2
NA,group_7396
NA,group_7526
NA,group_7527
NA,group_7529
NA,group_7530
NA,group_7531
NA,group_7532
NA,group_7534
NA,group_7535
NA,group_7536
NA,group_7537
NA,group_7579
NA,group_785
NA,group_701
NA,group_817
NA,soj_7
NA,group_8384
NA,group_871
NA,group_881
NA,group_902
NA,group_903
NA,group_923
NA,group_941
NA,group_72
NA,group_950
NA,group_951
NA,group_952
NA,group_955
NA,group_970
NA,group_1018
NA,phzS_2
NA,group_1073
NA,group_1087
NA,ppc_2
NA,group_1099
NA,group_1100
NA,group_1101
NA,group_1106
NA,mmsB_2
NA,group_1143
NA,group_11563
NA,group_11567
NA,fecA_3
NA,group_11572
NA,group_11575
NA,group_1178
NA,group_12132
NA,group_12138
NA,group_12140
NA,group_12141
NA,group_12206
NA,group_123
NA,group_126
NA,group_12688
NA,group_7236
NA,group_132
NA,group_1332
NA,group_1333
NA,group_1336
NA,soj_9
NA,group_1417
NA,group_1427
NA,group_1429
NA,group_1483
NA,rsmI_1
NA,upp_2
NA,group_155
NA,group_1575
NA,group_160
NA,group_1610
NA,group_1612
NA,group_167
NA,group_1674
NA,group_168
NA,group_1686
NA,group_1728
NA,group_1798
NA,group_181
NA,group_1824
NA,group_1828
NA,group_1829
NA,group_1830
NA,group_1836
NA,group_1883
NA,mukB
NA,group_191
NA,bicA_2
NA,group_1949
NA,group_1954
NA,group_1955
NA,group_1975
NA,group_207
NA,group_21
NA,group_2176
NA,group_2177
NA,group_2185
NA,ppsB
NA,ybiI_1
NA,group_2337
NA,group_2338
NA,group_2339
NA,group_2340
NA,group_2341
NA,group_7304
NA,group_2433
NA,group_2438
NA,group_2442
NA,group_246
NA,group_25
NA,group_253
NA,group_266
NA,group_2718
NA,group_2720
NA,group_2721
NA,topB_1
NA,group_279
NA,group_2964
NA,group_3006
NA,group_303
NA,group_3050
NA,group_309
NA,arsH_2
NA,group_3103
NA,yhcG_2
NA,group_322
NA,group_3223
NA,group_3229
NA,group_3253
NA,group_3279
NA,group_3281
NA,group_3284
NA,group_3285
NA,group_3288
NA,group_3291
NA,group_3292
NA,group_3301
NA,group_3302
NA,group_3334
NA,rapA_5
NA,group_3377
NA,group_3386
NA,group_339
NA,group_3394
NA,group_7344
NA,group_7345
NA,group_7346
NA,group_7347
NA,group_7348
NA,group_7349
NA,group_345
NA,group_3458
NA,group_3461
NA,group_3464
NA,group_7353
NA,group_3508
NA,oatA_1
NA,group_3527
NA,group_3528
NA,group_3530
NA,group_3533
NA,group_3538
NA,group_10383
NA,group_354
NA,group_3550
NA,group_3555
NA,group_3556
NA,group_3583
NA,group_3638
NA,group_3639
NA,group_3640
NA,group_3641
NA,group_3642
NA,group_1125
NA,group_3646
NA,group_3677
NA,group_3691
NA,group_370
NA,group_373
NA,group_3746
NA,group_3747
NA,group_3759
NA,group_3760
NA,group_3762
NA,group_3763
NA,group_3764
NA,group_3765
NA,group_3767
NA,group_3768
NA,group_3769
NA,group_3770
NA,group_3771
NA,group_3772
NA,group_3775
NA,group_3776
NA,group_3777
NA,group_3778
NA,group_3779
NA,group_3780
NA,group_3781
NA,group_3782
NA,group_383
NA,group_392
NA,group_4007
NA,group_4027
NA,group_41
NA,group_423
NA,group_4232
NA,group_4233
NA,mkl_2
NA,group_4235
NA,group_4236
NA,group_4237
NA,group_4266
NA,group_4350
NA,group_4353
NA,group_4354
NA,group_1377
NA,group_4356
NA,group_4628
NA,group_4651
NA,group_4670
NA,group_472
NA,group_1532
NA,group_4858
NA,group_1562
NA,group_4889
NA,group_4891
NA,group_4892
NA,group_4894
NA,group_500
NA,group_507
NA,group_5167
NA,group_5186
NA,group_5193
NA,group_5199
NA,gltP
NA,group_5201
NA,group_5202
NA,group_5203
NA,rhaS_3
NA,group_5206
NA,group_5207
NA,deaD
NA,group_5209
NA,group_5210
NA,group_5211
NA,aaeX_1
NA,group_5213
NA,group_5214
NA,group_5215
NA,group_5216
NA,baeR_1
NA,group_2366
NA,group_5219
NA,group_5220
NA,merT_3
NA,merP_2
NA,merC_2
NA,merA_3
NA,group_5225
NA,group_5226
NA,group_5227
NA,dsbD_3
NA,group_5229
NA,group_5230
NA,group_5231
NA,group_5232
NA,virB4_3
NA,group_5234
NA,group_5235
NA,group_5236
NA,group_5237
NA,group_5238
NA,group_5239
NA,group_5240
NA,group_528
NA,group_5334
NA,group_5335
NA,group_5336
NA,group_548
NA,group_5491
NA,group_5539
NA,group_5572
NA,group_558
NA,group_5618
NA,group_5665
NA,group_57
NA,group_5757
NA,group_5758
NA,group_5759
NA,group_5760
NA,clpP_5
NA,group_5801
NA,umuC
NA,group_5964
NA,group_6025
NA,group_6063
NA,group_6141
NA,group_6142
NA,group_6143
NA,group_6239
NA,group_6243
NA,group_6244
NA,group_6245
NA,group_6246
NA,group_6270
NA,group_6271
NA,group_6272
NA,group_6273
NA,group_6274
NA,group_6280
NA,group_6281
NA,group_6282
NA,group_6283
NA,ydiO
NA,group_6288
NA,rapA_4
NA,group_6290
NA,group_6291
NA,group_6292
NA,group_6293
NA,group_6294
NA,clsB_2
NA,group_6296
NA,group_6297
NA,dncV
NA,capV
NA,group_6300
NA,group_6301
NA,group_6302
NA,group_6303
NA,group_6304
NA,group_6305
NA,group_6306
NA,group_6307
NA,group_6316
NA,group_6323
NA,group_6324
NA,group_6325
NA,group_6337
NA,group_6346
NA,group_6347
NA,rapA_7
NA,group_6349
NA,group_6350
NA,group_6351
NA,group_6352
NA,hcnA_2
NA,group_6366
NA,group_639
NA,group_6531
NA,group_2666
NA,mukF
NA,mukE
NA,group_6535
NA,group_660
NA,group_7606
NA,group_2725
NA,group_2749
NA,group_2757
NA,mmgC_7
NA,group_683
NA,group_6920
NA,group_6932
NA,group_6934
NA,group_6935
NA,group_6946
NA,ydgJ
NA,group_7020
NA,group_7023
NA,group_7027
NA,group_7028
NA,group_703
NA,group_7030
NA,group_7040
NA,group_7046
NA,group_7053
NA,group_7060
NA,group_7078
NA,group_7095
NA,group_7102
NA,group_7116
NA,group_7126
NA,group_3591
NA,group_714
NA,group_7141
NA,group_7142
NA,group_7144
NA,group_3625
NA,hrpB
NA,wbpI
NA,group_3635
NA,group_7152
NA,group_3637
NA,group_7154
NA,group_7155
NA,wbpE
NA,wbpD
NA,wbpB
NA,group_7159
NA,group_7160
NA,group_7173
NA,group_3717
NA,group_3718
NA,group_7179
NA,group_3721
NA,group_3739
NA,group_3790
NA,group_3795
NA,group_7193
NA,group_7194
NA,group_7196
NA,group_3801
NA,group_3802
NA,group_726
NA,group_7292
NA,group_7302
NA,group_7359
NA,group_7360
NA,group_7361
NA,group_7364
NA,group_737
NA,group_746
NA,group_7533
NA,group_7593
NA,group_7626
NA,group_7627
NA,group_7628
NA,group_768
NA,group_7692
NA,group_7693
NA,group_818
NA,group_824
NA,group_83
NA,group_841
NA,group_845
NA,group_852
NA,group_8632
NA,group_8633
NA,group_8634
NA,group_875
NA,group_878
NA,group_889
NA,group_89
NA,group_900
NA,group_92
NA,group_953
NA,group_967
NA,group_978
NA,group_1000
NA,group_1008
NA,group_10289
NA,group_10290
NA,group_10291
NA,group_10292
NA,group_10293
NA,group_10294
NA,group_10295
NA,group_10296
NA,group_10297
NA,group_10298
NA,group_10299
NA,group_10300
NA,group_10301
NA,group_10303
NA,group_10304
NA,group_10305
NA,group_10306
NA,group_10307
NA,group_10308
NA,group_10309
NA,group_10310
NA,group_1057
NA,group_10604
NA,group_10610
NA,group_10611
NA,group_10612
NA,group_10613
NA,group_10614
NA,group_10615
NA,group_10616
NA,group_10617
NA,group_10618
NA,group_10619
NA,group_10620
NA,group_10622
NA,group_10623
NA,group_10624
NA,group_10625
NA,group_10626
NA,group_10627
NA,group_10628
NA,mrdA_1
NA,group_1067
NA,ppc_1
NA,group_1104
NA,group_1147
NA,group_11561
NA,group_1164
NA,group_1170
NA,group_11719
NA,group_11729
NA,group_11829
NA,group_11831
NA,group_11832
NA,group_11833
NA,group_11836
NA,group_11838
NA,group_1194
NA,group_1225
NA,group_1234
NA,group_1244
NA,group_1260
NA,group_1284
NA,group_1286
NA,group_1292
NA,ilvG_2
NA,group_1340
NA,group_135
NA,kdpA_1
NA,group_7784
NA,ccmF_2
NA,group_1390
NA,group_14
NA,group_142
NA,group_1420
NA,group_1425
NA,group_1471
NA,group_1477
NA,group_1501
NA,group_1513
NA,group_1554
NA,group_1559
NA,fadI_2
NA,cntI_3
NA,psd_2
NA,group_1589
NA,msrA_2
NA,group_1602
NA,group_1625
NA,pstA1
NA,group_1631
NA,group_164
NA,group_7809
NA,amiC_5
NA,group_1653
NA,group_1688
NA,group_1700
NA,group_1711
NA,group_1719
NA,group_1731
NA,group_1743
NA,group_1745
NA,group_1747
NA,group_1757
NA,group_1785
NA,group_1795
NA,group_180
NA,group_1808
NA,group_1810
NA,group_1819
NA,group_1823
NA,ygbT_1
NA,group_1839
NA,group_1872
NA,group_1886
NA,group_1893
NA,group_1906
NA,group_1909
NA,group_7850
NA,group_1929
NA,group_1932
NA,group_1941
NA,group_1944
NA,group_1962
NA,group_1963
NA,group_1965
NA,group_7860
NA,group_197
NA,group_7862
NA,group_1973
NA,group_200
NA,group_2170
NA,group_2171
NA,group_2172
NA,group_2173
NA,group_2174
NA,group_2175
NA,group_2178
NA,group_2179
NA,group_218
NA,group_7873
NA,group_223
NA,group_224
NA,group_225
NA,group_2335
NA,bvgS_3
NA,group_239
NA,group_2417
NA,group_26
NA,hsdS
NA,group_27
NA,group_2719
NA,group_273
NA,group_278
NA,group_280
NA,group_281
NA,group_290
NA,group_2957
NA,group_2958
NA,group_2961
NA,group_2962
NA,group_2963
NA,group_2971
NA,group_2993
NA,group_7896
NA,group_3068
NA,group_3102
NA,group_3105
NA,group_3107
NA,group_3111
NA,group_3143
NA,group_3180
NA,xerC_8
NA,yhcG_1
NA,group_3208
NA,group_3210
NA,group_3212
NA,group_3216
NA,group_3228
NA,group_324
NA,group_3244
NA,group_3248
NA,group_3250
NA,group_3251
NA,group_3252
NA,group_3254
NA,group_3256
NA,group_3257
NA,group_3258
NA,group_3259
NA,group_3263
NA,group_3269
NA,group_3270
NA,bcsA
NA,rrrD
NA,group_3283
NA,group_3286
NA,group_3287
NA,group_3289
NA,group_3290
NA,group_3303
NA,tnsB
NA,tnsA
NA,oprM_6
NA,emrK
NA,group_3308
NA,virB4
NA,icaA
NA,group_3310
NA,group_3311
NA,group_3314
NA,group_3315
NA,group_3316
NA,group_3317
NA,group_3323
NA,group_3324
NA,group_3325
NA,group_3326
NA,group_3327
NA,group_3328
NA,group_4206
NA,group_4210
NA,group_3331
NA,group_3335
NA,tam_4
NA,group_336
NA,group_3364
NA,group_4260
NA,group_3371
NA,group_3293
NA,group_3401
NA,group_3402
NA,group_341
NA,group_3414
NA,group_3415
NA,group_3416
NA,group_3420
NA,group_3422
NA,group_3424
NA,group_3425
NA,group_3427
NA,group_3429
NA,group_3433
NA,group_3436
NA,group_3438
NA,group_3441
NA,group_3445
NA,group_3447
NA,group_3450
NA,group_3453
NA,group_3457
NA,group_3462
NA,fdoG
NA,fdnG
NA,group_3481
NA,group_3482
NA,group_4441
NA,group_3485
NA,group_351
NA,group_3514
NA,group_4456
NA,group_3516
NA,group_3517
NA,group_3518
NA,rpmH
NA,group_352
NA,group_3520
NA,group_3521
NA,group_3526
NA,group_3529
NA,group_3532
NA,group_9673
NA,group_1063
NA,group_3536
NA,group_3537
NA,group_3540
NA,group_3544
NA,group_1467
NA,group_3548
NA,group_621
NA,group_3554
NA,group_3557
NA,group_3558
NA,group_3559
NA,group_3561
NA,group_3563
NA,group_3577
NA,group_3578
NA,group_3579
NA,group_3580
NA,group_3581
NA,group_3582
NA,group_3584
NA,group_3585
NA,group_3586
NA,group_3587
NA,group_3604
NA,group_3657
NA,group_720
NA,group_3668
NA,group_3673
NA,group_3676
NA,nohA
NA,group_3685
NA,group_3737
NA,group_375
NA,group_775
NA,group_3761
NA,group_3766
NA,group_377
NA,group_3773
NA,group_3774
NA,group_386
NA,group_391
NA,group_395
NA,group_9447
NA,group_398
NA,group_400
NA,group_404
NA,group_416
NA,group_417
NA,group_4212
NA,group_4213
NA,group_4214
NA,group_4215
NA,group_4216
NA,group_4217
NA,group_4218
NA,group_1229
NA,group_4220
NA,group_4221
NA,group_1275
NA,group_4223
NA,syrM1_1
NA,group_4225
NA,group_4226
NA,group_4227
NA,ttgC_2
NA,group_4229
NA,group_4230
NA,cnrA
NA,group_4238
NA,group_4239
NA,group_4240
NA,group_4241
NA,group_4252
NA,group_4253
NA,group_4328
NA,group_4330
NA,group_4331
NA,group_4332
NA,group_4352
NA,group_440
NA,group_4416
NA,group_2043
NA,group_447
NA,group_222
NA,group_45
NA,group_2380
NA,group_4504
NA,group_4509
NA,group_4510
NA,group_4512
NA,group_454
NA,garR_4
NA,group_4601
NA,kefC_2
NA,group_4603
NA,group_4604
NA,group_4605
NA,phdK
NA,group_2507
NA,group_4608
NA,group_4609
NA,group_4610
NA,sdgD_2
NA,mhbM
NA,group_4613
NA,rhlE_4
NA,group_4615
NA,group_4616
NA,group_3741
NA,group_4618
NA,group_4625
NA,group_3799
NA,nuoF
NA,group_4652
NA,czcA_2
NA,bglA
NA,group_4829
NA,group_4832
NA,group_4836
NA,group_4886
NA,pilY1_2
NA,group_5020
NA,group_5075
NA,group_5079
NA,group_512
NA,group_517
NA,group_5198
NA,group_5252
NA,group_5254
NA,group_5256
NA,group_5270
NA,group_5278
NA,group_5284
NA,group_5293
NA,group_5393
NA,rspR_2
NA,group_5426
NA,group_5427
NA,group_5428
NA,prdF
NA,group_5430
NA,group_5431
NA,gltK_1
NA,group_5433
NA,group_5434
NA,yjcH_2
NA,group_5542
NA,group_5543
NA,group_5544
NA,group_5545
NA,group_555
NA,group_5552
NA,group_5575
NA,group_5576
NA,group_5593
NA,group_5596
NA,group_5614
NA,group_5615
NA,group_5617
NA,group_579
NA,group_5805
NA,group_5806
NA,group_5808
NA,group_5815
NA,group_5822
NA,group_4083
NA,group_5824
NA,group_5843
NA,ygbF
NA,cse3
NA,group_5849
NA,casC
NA,cse1
NA,group_4399
NA,group_588
NA,tnsC
NA,group_5952
NA,group_5953
NA,group_5954
NA,group_5955
NA,group_5956
NA,group_5957
NA,group_5958
NA,group_5960
NA,group_5962
NA,group_6
NA,group_6018
NA,group_6019
NA,recT
NA,group_6035
NA,group_6039
NA,group_6040
NA,group_6041
NA,clpP_4
NA,group_600
NA,group_609
NA,group_6073
NA,group_6074
NA,group_6075
NA,group_6076
NA,group_6077
NA,group_6088
NA,group_6090
NA,group_6091
NA,group_6097
NA,birA_1
NA,group_6115
NA,group_982
NA,group_6132
NA,group_6135
NA,group_6136
NA,group_6137
NA,group_6138
NA,group_6139
NA,group_6140
NA,group_6144
NA,group_6148
NA,group_1308
NA,group_6150
NA,group_6151
NA,group_6152
NA,group_6153
NA,group_6161
NA,group_619
NA,group_6205
NA,group_6209
NA,group_6210
NA,group_2452
NA,group_2453
NA,group_6219
NA,rcsC_3
NA,group_6221
NA,group_6222
NA,group_6223
NA,group_3992
NA,group_4028
NA,group_4030
NA,rdmC_2
NA,group_4034
NA,group_6231
NA,group_6232
NA,group_4569
NA,group_6234
NA,dhaT_1
NA,group_6236
NA,uvrD2
NA,group_1295
NA,puuB_6
NA,group_6241
NA,ala
NA,group_177
NA,group_6249
NA,pcpR_4
NA,group_6251
NA,group_2429
NA,group_2430
NA,yiiM_2
NA,mdtC_2
NA,group_2449
NA,group_2450
NA,group_2451
NA,group_6259
NA,group_4000
NA,group_4001
NA,hcf136_2
NA,group_6263
NA,minD
NA,nadE_1
NA,group_633
NA,group_6330
NA,group_6331
NA,group_693
NA,group_6333
NA,group_6334
NA,group_6336
NA,ftsH_4
NA,group_6358
NA,yhdY
NA,group_6360
NA,group_6361
NA,group_1337
NA,group_6363
NA,group_1605
NA,rsxC
NA,group_2135
NA,group_2222
NA,group_2469
NA,group_2670
NA,group_3595
NA,group_3596
NA,glnH
NA,glnM
NA,glnQ_1
NA,vldW_2
NA,group_3651
NA,ureI
NA,group_6631
NA,group_4069
NA,group_4287
NA,group_4436
NA,group_6658
NA,group_6659
NA,group_6660
NA,group_6661
NA,group_6662
NA,stiP
NA,group_6664
NA,group_1004
NA,yceC
NA,group_6667
NA,hrp1_1
NA,group_1314
NA,yceD_2
NA,group_1656
NA,group_6672
NA,group_2279
NA,group_2715
NA,potE_2
NA,group_3588
NA,group_3735
NA,rutB_2
NA,group_3791
NA,group_3792
NA,group_3793
NA,group_3794
NA,group_3939
NA,btuB_5
NA,group_3941
NA,group_3942
NA,pdeB_1
NA,group_4289
NA,group_4344
NA,group_607
NA,group_6808
NA,nrtD_2
NA,group_6817
NA,group_6818
NA,group_2008
NA,ephA
NA,group_3607
NA,group_6822
NA,group_6823
NA,group_3742
NA,group_6846
NA,group_3964
NA,group_3965
NA,group_4261
NA,group_6859
NA,group_6860
NA,group_727
NA,group_6862
NA,group_6863
NA,group_1208
NA,group_6936
NA,group_6937
NA,group_1527
NA,group_1528
NA,group_6940
NA,group_6941
NA,dapH_1
NA,group_6943
NA,tal_1
NA,syrM1
NA,group_2680
NA,group_2789
NA,pilQ
NA,group_698
NA,group_6980
NA,group_3909
NA,kefG
NA,group_4419
NA,group_4420
NA,group_4421
NA,group_4422
NA,group_4446
NA,group_4447
NA,group_4448
NA,group_7029
NA,group_7036
NA,pilY1
NA,group_7058
NA,group_7059
NA,group_7062
NA,group_7063
NA,group_7064
NA,group_7065
NA,group_165
NA,group_7067
NA,group_7068
NA,group_7069
NA,group_7070
NA,group_7071
NA,group_7072
NA,group_7073
NA,group_7074
NA,group_7075
NA,group_7076
NA,group_7097
NA,group_7100
NA,group_7104
NA,group_7107
NA,group_4674
NA,group_7119
NA,pdeG
NA,group_7121
NA,rayT
NA,group_7123
NA,group_1052
NA,group_7125
NA,group_1654
NA,group_236
NA,group_7197
NA,group_2826
NA,group_7199
NA,group_8426
NA,group_3720
NA,group_7241
NA,group_7242
NA,group_7243
NA,group_7244
NA,group_7247
NA,group_7248
NA,group_7249
NA,group_7251
NA,group_7275
NA,group_7281
NA,group_7289
NA,group_7290
NA,group_7301
NA,group_1621
NA,group_7305
NA,group_1660
NA,group_7376
NA,group_7377
NA,group_7378
NA,group_4444
NA,group_4635
NA,group_7437
NA,group_8450
NA,group_8451
NA,group_802
NA,group_7443
NA,group_7452
NA,group_7466
NA,group_7468
NA,group_175
NA,group_7470
NA,group_7471
NA,group_342
NA,aphA_1
NA,group_7481
NA,yecD
NA,sbnD
NA,group_3789
NA,group_7491
NA,adh_2
NA,epsF_4
NA,group_7500
NA,group_7522
NA,group_7523
NA,group_7524
NA,group_7525
NA,group_7545
NA,group_1550
NA,group_7547
NA,group_1644
NA,group_7549
NA,group_7595
NA,group_2802
